Targ,Col42,Col26,Col40,Col6,Col24,Col15,Col14,Col16,Col4,Col10
1,0.88,0.8648648648648649,0.9466666666666668,0.59375,0.8867924528301887,0.6666666666666666,0.8653846153846154,0.7681159420289855,0.88,0.7142857142857143
1,0.6666666666666666,0.7297297297297297,0.8,0.515625,0.7547169811320755,0.6481481481481481,0.8269230769230769,0.7246376811594203,0.74,0.8214285714285714
1,0.7466666666666667,0.6891891891891891,0.64,0.765625,0.6981132075471698,0.9074074074074074,0.8653846153846154,0.7101449275362319,0.66,0.8214285714285714
1,0.7333333333333333,0.7297297297297297,0.88,0.5625,0.6226415094339622,0.7962962962962963,0.7115384615384616,0.8405797101449275,0.62,0.8392857142857143
1,0.7466666666666667,0.8243243243243243,0.8933333333333333,0.59375,0.8113207547169812,0.8518518518518519,0.7115384615384616,0.8695652173913043,0.54,0.7678571428571429
1,0.8533333333333334,0.7162162162162162,0.8666666666666667,0.734375,0.660377358490566,0.8333333333333334,0.75,0.8840579710144928,0.66,0.875
1,0.6666666666666666,0.7567567567567568,0.52,0.671875,0.6415094339622641,0.6481481481481481,0.8269230769230769,0.7681159420289855,0.84,0.7857142857142857
1,0.6933333333333334,0.5135135135135135,0.9066666666666666,0.5,0.3207547169811321,0.5370370370370371,0.4230769230769231,0.6086956521739131,0.48,0.5535714285714286
1,0.8533333333333334,0.5135135135135135,0.13333333333333333,0.640625,0.7358490566037735,0.7592592592592593,0.8269230769230769,0.6666666666666666,0.7,0.8035714285714286
1,0.64,0.4324324324324325,0.8933333333333333,0.65625,0.6981132075471698,0.6481481481481481,0.7692307692307693,0.7101449275362319,0.8,0.7678571428571429
1,0.7466666666666667,0.5,0.7066666666666667,0.59375,0.3018867924528302,0.4814814814814815,0.40384615384615385,0.6376811594202898,0.74,0.5178571428571429
1,0.4666666666666667,0.40540540540540543,0.4933333333333334,0.5625,0.33962264150943394,0.6296296296296297,0.8076923076923077,0.6376811594202898,0.82,0.7142857142857143
1,0.8,0.7162162162162162,0.72,0.65625,0.8490566037735849,0.6481481481481481,0.8846153846153846,0.7826086956521741,0.92,0.8214285714285714
1,0.17333333333333334,0.5,0.6666666666666666,0.453125,0.0,0.6666666666666666,0.0,0.7246376811594203,0.24,0.8214285714285714
1,0.28,0.3783783783783784,0.8666666666666667,0.09375,0.2830188679245283,0.12962962962962962,0.4230769230769231,0.2463768115942029,0.62,0.5714285714285714
1,0.5866666666666667,0.5135135135135135,0.08,0.5,0.7358490566037735,0.6481481481481481,0.7884615384615384,0.7681159420289855,0.32,0.03571428571428571
1,0.8266666666666667,0.7702702702702703,0.8,0.578125,0.7169811320754716,0.7407407407407407,0.903846153846154,0.8695652173913043,0.54,0.8214285714285714
1,0.7866666666666666,0.7972972972972973,0.8266666666666667,0.71875,0.4339622641509434,0.8703703703703703,0.7115384615384616,0.8985507246376812,0.68,0.5357142857142857
1,0.7066666666666667,0.3648648648648649,0.56,0.65625,0.33962264150943394,0.9074074074074074,0.4230769230769231,0.927536231884058,0.28,0.6964285714285714
1,0.88,0.8648648648648649,0.6133333333333333,0.84375,0.5660377358490566,0.8518518518518519,0.6923076923076923,0.9420289855072465,0.48,0.5
1,0.7066666666666667,0.4459459459459459,0.76,0.6875,0.5283018867924528,0.7037037037037037,0.8846153846153846,0.8115942028985508,0.8,0.7321428571428571
1,0.013333333333333334,0.10810810810810813,0.5466666666666666,0.421875,0.490566037735849,0.7407407407407407,0.903846153846154,0.3623188405797101,0.54,0.6607142857142857
1,0.38666666666666666,0.4324324324324325,0.4933333333333334,0.53125,0.5849056603773585,0.2962962962962963,0.7307692307692307,0.4057971014492754,0.9,0.5714285714285714
1,0.7733333333333333,0.527027027027027,0.9066666666666666,0.5625,0.7547169811320755,0.6481481481481481,0.75,0.6376811594202898,0.8,0.6428571428571429
1,0.8,0.4459459459459459,0.8133333333333334,0.5625,0.7547169811320755,0.6111111111111112,0.9423076923076924,0.6666666666666666,0.66,0.875
1,0.30666666666666664,0.6891891891891891,0.5866666666666667,0.5,0.6415094339622641,0.7592592592592593,0.8076923076923077,0.6956521739130435,0.82,0.7142857142857143
1,0.7466666666666667,0.5945945945945946,0.84,0.609375,0.5849056603773585,0.5740740740740741,0.7115384615384616,0.6376811594202898,0.82,0.8392857142857143
1,0.8,0.6891891891891891,0.8133333333333334,0.625,0.660377358490566,0.8703703703703703,0.7884615384615384,0.8115942028985508,0.88,0.5714285714285714
1,0.7333333333333333,0.945945945945946,0.8933333333333333,0.640625,0.9056603773584906,0.8703703703703703,0.8076923076923077,0.855072463768116,0.62,0.7142857142857143
1,0.8533333333333334,0.7162162162162162,0.8533333333333334,0.703125,0.6415094339622641,0.8148148148148148,0.8269230769230769,0.8840579710144928,0.76,0.8035714285714286
1,0.84,0.8513513513513513,0.8,0.78125,0.9056603773584906,0.8888888888888888,0.9423076923076924,0.9130434782608696,0.78,0.6785714285714286
1,0.9066666666666666,0.7972972972972973,0.92,0.71875,0.6981132075471698,0.8333333333333334,0.8461538461538461,0.8405797101449275,0.76,0.8035714285714286
1,0.2533333333333333,0.4189189189189189,0.38666666666666666,0.0,0.490566037735849,0.6481481481481481,0.8076923076923077,0.43478260869565216,0.8,0.75
1,0.6533333333333333,0.581081081081081,0.8533333333333334,0.453125,0.5471698113207547,0.6851851851851852,0.5961538461538461,0.7826086956521741,0.72,0.8571428571428571
1,0.7866666666666666,0.7702702702702703,0.92,0.59375,0.6226415094339622,0.6296296296296297,0.5961538461538461,0.7101449275362319,0.96,0.75
1,0.8,0.7972972972972973,0.8666666666666667,0.796875,0.7358490566037735,0.8148148148148148,0.8076923076923077,0.8840579710144928,0.68,0.8035714285714286
1,0.72,0.7297297297297297,0.7733333333333333,0.6875,0.660377358490566,0.7777777777777778,0.8269230769230769,0.9565217391304348,0.76,0.875
1,0.52,0.2297297297297297,0.6533333333333333,0.359375,0.18867924528301888,0.6296296296296297,0.28846153846153844,0.5072463768115942,0.68,0.4642857142857143
1,0.7466666666666667,0.5540540540540541,0.09333333333333334,0.421875,0.660377358490566,0.6666666666666666,0.8269230769230769,0.8695652173913043,0.4,0.125
1,0.14666666666666667,0.7162162162162162,0.44,0.25,0.490566037735849,0.1851851851851852,0.7115384615384616,0.5797101449275363,0.78,0.9821428571428572
1,0.8133333333333334,0.7702702702702703,0.0,0.5,0.4528301886792453,0.6666666666666666,0.4230769230769231,0.9420289855072465,0.18,0.6428571428571429
1,0.72,0.6621621621621622,0.8933333333333333,0.640625,0.6037735849056604,0.6851851851851852,0.7115384615384616,0.7246376811594203,0.74,0.8928571428571429
1,0.6666666666666666,0.4459459459459459,0.76,0.5,0.7169811320754716,0.5555555555555556,0.8269230769230769,0.6521739130434783,0.54,0.8392857142857143
1,0.02666666666666667,0.0,0.68,0.140625,0.2830188679245283,0.037037037037037035,0.3461538461538461,0.8405797101449275,0.88,0.07142857142857142
1,0.4533333333333333,0.4864864864864865,0.6,0.421875,0.660377358490566,0.6851851851851852,0.6923076923076923,0.7101449275362319,0.76,0.7321428571428571
1,0.6666666666666666,0.5945945945945946,0.8533333333333334,0.65625,0.5849056603773585,0.6666666666666666,0.8653846153846154,0.6666666666666666,0.96,0.75
1,0.9866666666666668,0.6756756756756757,0.9066666666666666,0.546875,0.4716981132075472,0.5555555555555556,0.903846153846154,0.7101449275362319,0.74,0.3035714285714285
1,0.4533333333333333,0.3918918918918919,0.7333333333333333,0.46875,0.5660377358490566,0.5925925925925926,0.75,0.6521739130434783,0.8,0.8035714285714286
1,0.7866666666666666,0.7702702702702703,0.76,0.6875,0.6981132075471698,0.7777777777777778,0.9423076923076924,0.8260869565217391,0.84,0.8214285714285714
1,0.7466666666666667,0.5675675675675675,0.8533333333333334,0.609375,0.7924528301886793,0.7407407407407407,0.9230769230769232,0.7681159420289855,0.78,0.9464285714285714
1,0.8666666666666667,0.8108108108108109,0.9333333333333332,0.703125,0.8490566037735849,0.7407407407407407,0.7307692307692307,0.8840579710144928,0.72,0.625
1,0.4666666666666667,0.6216216216216216,0.38666666666666666,0.359375,0.5283018867924528,0.4444444444444444,0.6730769230769231,0.5362318840579711,0.68,0.44642857142857145
1,0.64,0.4324324324324325,0.8133333333333334,0.59375,0.660377358490566,0.2777777777777778,0.9423076923076924,0.43478260869565216,0.8,0.875
1,0.64,0.5135135135135135,0.7466666666666667,0.578125,0.6981132075471698,0.7407407407407407,0.9423076923076924,0.7246376811594203,0.82,0.9642857142857144
1,0.84,0.9054054054054054,0.84,0.578125,0.7924528301886793,0.7592592592592593,0.6923076923076923,0.7536231884057971,0.72,0.75
1,0.8133333333333334,0.4324324324324325,1.0,0.6875,0.7547169811320755,0.7777777777777778,0.8269230769230769,0.7971014492753623,0.74,0.8928571428571429
